source,target,L1,L2,L3
820,692,1,0,0
820,707,1,0,0
820,717,1,0,0
820,718,1,0,0
820,727,1,0,0
820,729,1,0,0
820,734,1,0,0
820,762,1,0,0
820,765,1,0,0
820,768,1,0,0
820,778,1,0,0
820,785,1,0,0
820,787,1,0,0
820,821,1,0,0
820,826,1,0,0
820,827,1,0,0
820,834,1,0,0
820,844,1,0,0
820,848,1,0,0
820,849,1,0,0
820,852,1,0,0
820,854,1,0,0
820,855,1,0,0
821,4,1,0,0
821,52,1,0,0
821,58,1,0,0
821,74,1,0,0
821,91,1,0,0
821,196,1,0,0
821,204,1,0,0
821,234,1,0,0
821,472,1,0,0
821,473,1,0,0
821,479,1,0,0
821,517,1,0,0
821,618,1,0,0
821,659,1,0,0
821,707,1,0,0
821,820,1,0,0
821,844,1,0,0
822,52,0,1,1
823,174,0,1,1
824,114,1,1,1
824,343,1,0,1
825,52,0,1,1
826,20,1,0,0
826,25,1,0,0
826,83,1,0,0
826,89,1,0,0
826,90,1,0,0
826,219,1,0,0
826,221,1,0,0
826,223,1,0,0
826,240,1,0,0
826,248,1,0,0
826,249,1,0,0
826,251,1,0,0
826,322,1,0,0
826,392,1,0,0
826,395,1,0,0
826,550,1,0,0
826,553,1,0,0
826,560,1,0,0
826,625,1,0,0
826,665,1,0,0
826,691,1,0,0
826,714,1,0,0
826,717,1,0,0
826,718,1,0,0
826,724,1,0,0
826,760,1,0,0
826,762,1,0,0
826,765,1,0,0
826,770,1,0,0
826,780,1,0,0
826,781,1,0,0
826,820,1,0,0
826,827,1,0,0
826,845,1,0,0
826,855,1,0,0
827,83,1,0,0
827,89,1,0,0
827,90,1,0,0
827,223,1,0,0
827,240,1,0,0
827,248,1,0,0
827,249,1,0,0
827,251,1,0,0
827,483,1,0,0
827,493,1,0,0
827,691,1,0,0
827,692,1,0,0
827,717,1,0,0
827,718,1,0,0
827,735,1,0,0
827,780,1,0,0
827,781,1,0,0
827,796,1,0,0
827,820,1,0,0
827,826,1,0,0
827,843,1,0,0
827,855,1,0,0
828,188,1,1,1
828,219,1,0,1
829,43,0,1,1
829,52,1,0,1
829,845,1,0,1
830,25,1,1,1
830,43,1,0,1
830,152,1,0,1
830,202,1,0,1
830,308,1,0,1
830,310,1,0,1
830,329,1,0,1
830,383,1,0,1
830,483,1,0,1
830,488,1,0,1
830,498,1,0,1
830,516,1,0,1
830,543,1,0,1
830,586,1,0,1
830,597,1,0,1
830,601,1,0,1
830,602,1,0,1
830,603,1,0,1
830,604,1,0,1
830,623,1,0,1
830,624,1,0,1
830,714,1,0,1
830,729,1,0,1
830,786,1,0,1
830,787,1,0,1
830,835,1,0,1
830,844,1,0,1
830,854,1,0,1
831,43,0,1,1
831,196,1,0,1
831,845,1,0,1
832,219,1,1,1
833,219,1,1,1
834,143,1,0,0
834,156,1,0,0
834,189,1,0,0
834,204,1,0,0
834,219,1,0,0
834,222,1,0,0
834,249,1,0,0
834,302,1,0,0
834,343,1,0,0
834,470,1,0,0
834,472,1,0,0
834,473,1,0,0
834,481,1,0,0
834,517,1,0,0
834,525,1,0,0
834,526,1,0,0
834,527,1,0,0
834,699,1,0,0
834,727,1,0,0
834,760,1,0,0
834,820,1,0,0
834,852,1,0,0
835,144,1,0,0
835,204,1,0,0
835,209,1,0,0
835,253,1,0,0
835,481,1,0,0
835,525,1,0,0
835,526,1,0,0
835,527,1,0,0
835,530,1,0,0
835,531,1,0,0
835,604,1,0,0
835,657,1,0,0
835,691,1,0,0
835,713,1,0,0
835,714,1,0,0
835,716,1,0,0
835,780,1,0,0
835,830,1,0,0
836,17,1,1,1
836,27,0,1,1
836,143,1,1,1
836,196,0,1,1
836,205,0,1,1
836,209,0,1,1
836,219,1,0,1
836,222,1,0,1
836,224,1,0,1
836,316,1,0,1
836,379,1,0,1
836,392,1,0,1
836,478,1,0,1
836,497,1,1,1
836,518,1,0,1
836,562,1,0,1
836,597,1,0,1
836,691,1,0,1
836,699,1,0,1
836,762,1,0,1
836,765,1,0,1
836,785,1,0,1
836,844,1,0,1
836,855,1,0,1
837,550,0,1,1
837,699,1,0,1
838,699,0,1,1
839,699,0,1,1
840,699,0,1,1
841,135,0,1,1
842,196,0,1,1
842,587,1,0,1
842,844,1,0,1
843,343,1,1,1
843,827,1,0,1
844,20,1,0,0
844,23,1,0,0
844,89,1,0,0
844,98,1,0,0
844,195,1,0,0
844,225,1,0,0
844,283,1,0,0
844,350,1,0,0
844,351,1,0,0
844,352,1,0,0
844,379,1,0,0
844,380,1,0,0
844,433,1,0,0
844,437,1,0,0
844,517,1,0,0
844,518,1,0,0
844,523,1,0,0
844,587,1,0,0
844,784,1,0,0
844,820,1,0,0
844,821,1,0,0
844,830,1,0,0
844,836,1,0,0
844,842,1,0,0
845,209,1,0,0
845,393,1,0,0
845,715,1,0,0
845,770,1,0,0
845,826,1,0,0
845,829,1,0,0
845,831,1,0,0
846,30,1,0,0
846,31,1,0,0
846,32,1,0,0
846,33,1,0,0
846,143,1,0,0
846,145,1,0,0
846,173,1,0,0
846,219,1,0,0
846,252,1,0,0
846,316,1,0,0
846,360,1,0,0
846,368,1,0,0
846,475,1,0,0
846,606,1,0,0
846,607,1,0,0
847,24,0,1,1
847,52,1,0,1
847,145,1,0,1
847,252,1,0,1
847,253,1,0,1
847,292,1,0,1
847,308,1,0,1
847,395,1,0,1
848,43,1,0,0
848,54,1,0,0
848,55,1,0,0
848,209,1,0,0
848,212,1,0,0
848,604,1,0,0
848,771,1,0,0
848,784,1,0,0
848,820,1,0,0
848,849,1,0,0
849,43,1,0,0
849,54,1,0,0
849,55,1,0,0
849,209,1,0,0
849,212,1,0,0
849,317,1,0,0
849,382,1,0,0
849,586,1,0,0
849,604,1,0,0
849,707,1,0,0
849,771,1,0,0
849,784,1,0,0
849,820,1,0,0
849,848,1,0,0
850,209,1,0,0
850,336,1,0,0
850,480,1,0,0
850,648,1,0,0
850,663,1,0,0
851,219,1,1,1
851,252,1,1,1
851,253,1,0,1
851,484,1,0,1
851,597,1,0,1
852,31,1,0,0
852,34,1,0,0
852,144,1,0,0
852,193,1,0,0
852,204,1,0,0
852,209,1,0,0
852,219,1,0,0
852,225,1,0,0
852,249,1,0,0
852,251,1,0,0
852,260,1,0,0
852,282,1,0,0
852,302,1,0,0
852,305,1,0,0
852,306,1,0,0
852,307,1,0,0
852,317,1,0,0
852,322,1,0,0
852,343,1,0,0
852,379,1,0,0
852,479,1,0,0
852,527,1,0,0
852,528,1,0,0
852,530,1,0,0
852,544,1,0,0
852,553,1,0,0
852,625,1,0,0
852,660,1,0,0
852,661,1,0,0
852,699,1,0,0
852,729,1,0,0
852,772,1,0,0
852,785,1,0,0
852,786,1,0,0
852,787,1,0,0
852,820,1,0,0
852,834,1,0,0
853,343,1,1,1
853,541,1,0,1
853,691,1,0,1
854,25,1,0,0
854,222,1,0,0
854,249,1,0,0
854,251,1,0,0
854,260,1,0,0
854,305,1,0,0
854,306,1,0,0
854,530,1,0,0
854,531,1,0,0
854,542,1,0,0
854,548,1,0,0
854,659,1,0,0
854,665,1,0,0
854,714,1,0,0
854,727,1,0,0
854,820,1,0,0
854,830,1,0,0
855,20,1,0,0
855,25,1,0,0
855,83,1,0,0
855,89,1,0,0
855,90,1,0,0
855,152,1,0,0
855,177,1,0,0
855,194,1,0,0
855,195,1,0,0
855,204,1,0,0
855,206,1,0,0
855,219,1,0,0
855,222,1,0,0
855,248,1,0,0
855,280,1,0,0
855,350,1,0,0
855,382,1,0,0
855,493,1,0,0
855,500,1,0,0
855,517,1,0,0
855,549,1,0,0
855,553,1,0,0
855,707,1,0,0
855,712,1,0,0
855,713,1,0,0
855,714,1,0,0
855,715,1,0,0
855,724,1,0,0
855,762,1,0,0
855,765,1,0,0
855,771,1,0,0
855,781,1,0,0
855,802,1,0,0
855,820,1,0,0
855,826,1,0,0
855,827,1,0,0
855,836,1,0,0
856,219,1,1,1
856,692,1,0,1
857,292,1,0,0
857,381,1,0,0
857,581,1,0,0
857,654,1,0,0
857,722,1,0,0
857,724,1,0,0
857,782,1,0,0
858,174,0,1,1
859,219,1,1,1
859,311,1,0,1
859,383,1,0,1
859,527,1,0,1
860,379,1,0,0
861,379,1,0,0
862,52,0,1,1
