source,target,L1,L2,L3
630,396,1,1,1
630,597,1,0,1
630,763,1,0,1
630,764,1,0,1
631,699,0,1,1
632,497,0,1,1
633,135,0,1,1
634,196,0,1,1
635,174,0,1,1
635,196,0,1,1
635,253,1,1,1
635,343,1,0,1
635,480,1,0,1
635,518,1,0,1
635,550,1,0,1
635,820,1,0,1
636,597,1,1,1
637,196,0,1,1
638,17,1,1,1
638,25,1,0,1
638,220,1,0,1
638,328,1,0,1
638,597,1,0,1
639,17,0,1,1
639,196,1,1,1
639,200,1,1,1
639,249,1,0,1
639,541,1,0,1
639,597,1,0,1
639,765,1,0,1
640,209,0,1,1
640,395,1,0,1
641,205,0,1,1
641,209,1,0,1
641,316,1,0,1
642,219,1,1,1
643,33,0,1,1
643,34,1,0,1
643,196,1,0,1
644,209,0,1,1
644,557,0,1,1
644,573,1,0,1
644,760,1,0,1
644,762,1,0,1
645,209,0,1,1
646,209,0,1,1
647,497,0,1,1
648,93,1,0,0
648,209,1,0,0
648,222,1,0,0
648,850,1,0,0
649,135,0,1,1
650,24,0,1,1
650,174,0,1,1
650,573,1,0,1
650,762,1,0,1
651,174,0,1,1
652,174,0,1,1
653,52,0,1,1
654,196,0,1,1
654,252,1,0,1
654,857,1,0,1
655,573,0,1,1
656,573,0,1,1
657,219,1,1,1
657,393,1,0,1
657,527,1,0,1
657,528,1,0,1
657,530,1,0,1
657,787,1,0,1
657,835,1,0,1
658,174,0,1,1
658,536,0,1,1
658,573,1,0,1
659,4,1,0,0
659,20,1,0,0
659,25,1,0,0
659,31,1,0,0
659,52,1,0,0
659,74,1,0,0
659,77,1,0,0
659,78,1,0,0
659,91,1,0,0
659,92,1,0,0
659,95,1,0,0
659,96,1,0,0
659,97,1,0,0
659,152,1,0,0
659,177,1,0,0
659,188,1,0,0
659,189,1,0,0
659,199,1,0,0
659,204,1,0,0
659,249,1,0,0
659,305,1,0,0
659,306,1,0,0
659,307,1,0,0
659,341,1,0,0
659,379,1,0,0
659,470,1,0,0
659,479,1,0,0
659,587,1,0,0
659,624,1,0,0
659,660,1,0,0
659,691,1,0,0
659,707,1,0,0
659,727,1,0,0
659,729,1,0,0
659,820,1,0,0
659,821,1,0,0
659,854,1,0,0
660,152,0,1,1
660,177,1,0,1
660,188,1,0,1
660,189,1,0,1
660,196,1,0,1
660,198,1,0,1
660,305,1,0,1
660,307,1,0,1
660,308,1,0,1
660,310,1,0,1
660,311,1,0,1
660,480,1,0,1
660,498,1,0,1
660,530,1,0,1
660,659,1,0,1
660,707,1,0,1
660,718,1,0,1
660,729,1,0,1
660,796,1,0,1
660,852,1,0,1
661,152,0,1,1
661,177,1,0,1
661,196,1,0,1
661,198,1,0,1
661,305,1,0,1
661,307,1,0,1
661,310,1,0,1
661,311,1,0,1
661,480,1,0,1
661,498,1,0,1
661,707,1,0,1
661,718,1,0,1
661,796,1,0,1
661,852,1,0,1
662,188,0,1,1
662,189,1,0,1
662,196,1,0,1
662,305,1,0,1
663,196,1,0,0
663,249,1,0,0
663,361,1,0,0
663,380,1,0,0
663,381,1,0,0
663,850,1,0,0
664,196,0,1,1
664,305,1,0,1
664,307,1,0,1
664,310,1,0,1
664,480,1,0,1
664,498,1,0,1
664,562,1,0,1
664,718,1,0,1
665,49,1,0,0
665,52,1,0,0
665,77,1,0,0
665,99,1,0,0
665,144,1,0,0
665,161,1,0,0
665,196,1,0,0
665,198,1,0,0
665,204,1,0,0
665,249,1,0,0
665,306,1,0,0
665,307,1,0,0
665,349,1,0,0
665,354,1,0,0
665,357,1,0,0
665,360,1,0,0
665,365,1,0,0
665,366,1,0,0
665,367,1,0,0
665,369,1,0,0
665,379,1,0,0
665,380,1,0,0
665,394,1,0,0
665,497,1,0,0
665,517,1,0,0
665,542,1,0,0
665,543,1,0,0
665,560,1,0,0
665,562,1,0,0
665,597,1,0,0
665,603,1,0,0
665,623,1,0,0
665,624,1,0,0
665,699,1,0,0
665,707,1,0,0
665,716,1,0,0
665,727,1,0,0
665,729,1,0,0
665,809,1,0,0
665,826,1,0,0
665,854,1,0,0
666,196,0,1,1
666,203,1,0,1
666,310,1,0,1
666,498,1,0,1
666,718,1,0,1
666,729,1,0,1
667,191,1,1,1
667,219,1,0,1
667,787,1,0,1
668,174,0,1,1
668,209,0,1,1
668,741,1,0,1
669,174,0,1,1
670,174,0,1,1
671,174,0,1,1
672,174,0,1,1
672,209,0,1,1
673,174,0,1,1
674,174,0,1,1
675,174,0,1,1
676,174,0,1,1
677,174,0,1,1
678,174,0,1,1
679,174,0,1,1
680,174,0,1,1
681,174,0,1,1
682,174,0,1,1
683,573,0,1,1
684,573,0,1,1
685,597,1,1,1
686,597,1,1,1
687,196,0,1,1
687,365,1,0,1
688,135,0,1,1
689,174,0,1,1
690,4,1,0,0
690,77,1,0,0
690,78,1,0,0
690,95,1,0,0
690,98,1,0,0
690,144,1,0,0
690,152,1,0,0
690,199,1,0,0
690,201,1,0,0
690,204,1,0,0
690,222,1,0,0
690,223,1,0,0
690,255,1,0,0
690,281,1,0,0
690,282,1,0,0
690,305,1,0,0
690,306,1,0,0
690,349,1,0,0
690,357,1,0,0
690,359,1,0,0
690,379,1,0,0
690,394,1,0,0
690,516,1,0,0
690,538,1,0,0
690,692,1,0,0
690,713,1,0,0
690,714,1,0,0
690,716,1,0,0
690,736,1,0,0
690,780,1,0,0
691,20,1,0,0
691,25,1,0,0
691,98,1,0,0
691,99,1,0,0
691,154,1,0,0
691,219,1,0,0
691,222,1,0,0
691,223,1,0,0
691,312,1,0,0
691,314,1,0,0
691,391,1,0,0
691,393,1,0,0
691,458,1,0,0
691,470,1,0,0
691,474,1,0,0
691,491,1,0,0
691,540,1,0,0
691,557,1,0,0
691,659,1,0,0
691,712,1,0,0
691,713,1,0,0
691,714,1,0,0
691,734,1,0,0
691,760,1,0,0
691,814,1,0,0
691,820,1,0,0
691,826,1,0,0
691,827,1,0,0
691,835,1,0,0
691,836,1,0,0
691,853,1,0,0
692,77,1,0,0
692,96,1,0,0
692,135,1,0,0
692,144,1,0,0
692,154,1,0,0
692,204,1,0,0
692,222,1,0,0
692,253,1,0,0
692,308,1,0,0
692,401,1,0,0
692,458,1,0,0
692,469,1,0,0
692,479,1,0,0
692,497,1,0,0
692,517,1,0,0
692,518,1,0,0
692,541,1,0,0
692,553,1,0,0
692,690,1,0,0
692,713,1,0,0
692,714,1,0,0
692,740,1,0,0
692,782,1,0,0
692,792,1,0,0
692,820,1,0,0
692,827,1,0,0
692,856,1,0,0
693,135,0,1,1
694,497,0,1,1
695,497,0,1,1
696,497,0,1,1
697,209,0,1,1
698,219,1,1,1
699,0,1,1,0
699,11,1,1,0
699,18,1,1,0
699,21,1,1,0
699,28,1,1,0
699,29,1,1,0
699,108,1,1,0
699,139,1,1,0
699,188,1,1,0
699,194,1,1,0
699,205,1,1,0
699,219,1,1,0
699,220,1,1,0
699,229,1,1,0
699,231,1,1,0
699,232,1,1,0
699,238,1,1,0
699,239,1,1,0
699,242,1,1,0
699,248,1,1,0
699,315,1,1,0
699,316,1,1,0
699,326,1,1,0
699,328,0,1,1
699,350,0,1,1
699,352,0,1,1
699,375,0,1,1
699,377,0,1,1
699,391,0,1,1
699,393,0,1,1
699,399,0,1,1
699,462,0,1,1
699,542,0,1,1
699,557,0,1,1
699,562,0,1,1
699,582,0,1,1
699,586,0,1,1
699,592,0,1,1
699,596,0,1,1
699,610,0,1,1
699,611,0,1,1
699,612,0,1,1
699,617,0,1,1
699,623,0,1,1
699,624,0,1,1
699,626,0,1,1
699,631,0,1,1
699,665,0,1,1
699,700,0,1,1
699,712,0,1,1
699,713,0,1,1
699,714,0,1,1
699,715,0,1,1
699,727,0,1,1
699,731,0,1,1
699,741,0,1,1
699,742,0,1,1
699,792,0,1,1
699,793,0,1,1
699,794,0,1,1
699,796,0,1,1
699,797,0,1,1
699,799,0,1,1
699,834,0,1,1
699,836,1,1,0
699,837,0,1,1
699,838,0,1,1
699,839,0,1,1
699,840,1,1,0
699,852,0,1,1
700,699,0,1,1
701,52,0,1,1
702,573,0,1,1
702,786,1,0,1
703,143,0,1,1
703,209,0,1,1
703,573,1,0,1
704,573,0,1,1
705,573,0,1,1
706,573,0,1,1
707,20,1,0,0
707,25,1,0,0
707,27,1,0,0
707,28,1,0,0
707,111,1,0,0
707,139,1,0,0
707,204,1,0,0
707,205,1,0,0
707,252,1,0,0
707,253,1,0,0
707,303,1,0,0
707,305,1,0,0
707,306,1,0,0
707,308,1,0,0
707,317,1,0,0
707,328,1,0,0
707,329,1,0,0
707,332,1,0,0
707,336,1,0,0
707,475,1,0,0
707,480,1,0,0
707,484,1,0,0
707,497,1,0,0
707,518,1,0,0
707,520,1,0,0
707,530,1,0,0
707,624,1,0,0
707,625,1,0,0
707,659,1,0,0
707,660,1,0,0
707,661,1,0,0
707,665,1,0,0
707,778,1,0,0
707,820,1,0,0
707,821,1,0,0
707,849,1,0,0
707,855,1,0,0
708,52,0,1,1
709,249,1,1,1
709,557,1,0,1
710,196,0,1,1
711,196,0,1,1
712,152,0,1,1
712,189,1,0,1
712,205,1,0,1
712,252,1,0,1
712,253,1,0,1
712,302,1,0,1
712,391,1,0,1
712,392,1,0,1
712,486,1,0,1
712,517,1,0,1
712,586,1,0,1
712,603,1,0,1
712,691,1,0,1
712,699,1,0,1
712,713,1,0,1
712,714,1,0,1
712,715,1,0,1
712,727,1,0,1
712,786,1,0,1
712,796,1,0,1
712,855,1,0,1
713,25,1,0,0
713,27,1,0,0
713,31,1,0,0
713,32,1,0,0
713,89,1,0,0
713,92,1,0,0
713,96,1,0,0
713,144,1,0,0
713,189,1,0,0
713,204,1,0,0
713,219,1,0,0
713,222,1,0,0
713,249,1,0,0
713,252,1,0,0
713,253,1,0,0
713,255,1,0,0
713,282,1,0,0
713,316,1,0,0
713,379,1,0,0
713,391,1,0,0
713,392,1,0,0
713,393,1,0,0
713,470,1,0,0
713,474,1,0,0
713,475,1,0,0
713,483,1,0,0
713,486,1,0,0
713,497,1,0,0
713,517,1,0,0
713,520,1,0,0
713,540,1,0,0
713,541,1,0,0
713,586,1,0,0
713,603,1,0,0
713,604,1,0,0
713,608,1,0,0
713,690,1,0,0
713,691,1,0,0
713,692,1,0,0
713,699,1,0,0
713,712,1,0,0
713,714,1,0,0
713,715,1,0,0
713,727,1,0,0
713,729,1,0,0
713,786,1,0,0
713,792,1,0,0
713,793,1,0,0
713,795,1,0,0
713,796,1,0,0
713,835,1,0,0
713,855,1,0,0
714,25,1,0,0
714,27,1,0,0
714,31,1,0,0
714,77,1,0,0
714,89,1,0,0
714,96,1,0,0
714,144,1,0,0
714,152,1,0,0
714,154,1,0,0
714,189,1,0,0
714,204,1,0,0
714,205,1,0,0
714,219,1,0,0
714,224,1,0,0
714,249,1,0,0
714,252,1,0,0
714,253,1,0,0
714,282,1,0,0
714,283,1,0,0
714,305,1,0,0
714,321,1,0,0
714,379,1,0,0
714,392,1,0,0
714,393,1,0,0
714,458,1,0,0
714,483,1,0,0
714,486,1,0,0
714,517,1,0,0
714,530,1,0,0
714,603,1,0,0
714,604,1,0,0
714,690,1,0,0
714,691,1,0,0
714,692,1,0,0
714,699,1,0,0
714,712,1,0,0
714,713,1,0,0
714,715,1,0,0
714,727,1,0,0
714,729,1,0,0
714,768,1,0,0
714,782,1,0,0
714,792,1,0,0
714,795,1,0,0
714,796,1,0,0
714,826,1,0,0
714,830,1,0,0
714,835,1,0,0
714,854,1,0,0
714,855,1,0,0
715,70,1,0,0
715,154,1,0,0
715,249,1,0,0
715,305,1,0,0
715,391,1,0,0
715,406,1,0,0
715,562,1,0,0
715,699,1,0,0
715,712,1,0,0
715,713,1,0,0
715,714,1,0,0
715,786,1,0,0
715,792,1,0,0
715,794,1,0,0
715,795,1,0,0
715,845,1,0,0
715,855,1,0,0
716,31,1,0,0
716,77,1,0,0
716,92,1,0,0
716,144,1,0,0
716,154,1,0,0
716,220,1,0,0
716,249,1,0,0
716,305,1,0,0
716,365,1,0,0
716,379,1,0,0
716,392,1,0,0
716,458,1,0,0
716,480,1,0,0
716,536,1,0,0
716,560,1,0,0
716,562,1,0,0
716,665,1,0,0
716,690,1,0,0
716,763,1,0,0
716,764,1,0,0
716,782,1,0,0
716,784,1,0,0
716,835,1,0,0
717,135,0,1,1
717,196,0,1,1
717,310,1,0,1
717,321,1,0,1
717,498,1,0,1
717,718,1,0,1
717,820,1,0,1
717,826,1,0,1
717,827,1,0,1
718,17,1,0,0
718,31,1,0,0
718,77,1,0,0
718,89,1,0,0
718,90,1,0,0
718,110,1,0,0
718,111,1,0,0
718,193,1,0,0
718,196,1,0,0
718,225,1,0,0
718,248,1,0,0
718,305,1,0,0
718,306,1,0,0
718,307,1,0,0
718,309,1,0,0
718,310,1,0,0
718,379,1,0,0
718,382,1,0,0
718,497,1,0,0
718,498,1,0,0
718,499,1,0,0
718,553,1,0,0
718,558,1,0,0
718,599,1,0,0
718,624,1,0,0
718,660,1,0,0
718,661,1,0,0
718,664,1,0,0
718,666,1,0,0
718,717,1,0,0
718,724,1,0,0
718,772,1,0,0
718,820,1,0,0
718,826,1,0,0
718,827,1,0,0
719,196,0,1,1
720,343,1,1,1
721,4,0,1,1
721,209,0,1,1
721,573,1,0,1
722,343,1,1,1
722,488,1,0,1
722,785,1,0,1
722,857,1,0,1
723,196,0,1,1
724,205,1,1,1
724,322,1,0,1
724,343,1,0,1
724,392,1,0,1
724,393,1,0,1
724,480,1,0,1
724,518,1,0,1
724,587,1,0,1
724,718,1,0,1
724,762,1,0,1
724,765,1,0,1
724,781,1,0,1
724,826,1,0,1
724,855,1,0,1
724,857,1,0,1
725,343,1,1,1
725,393,1,0,1
725,458,1,0,1
725,782,1,0,1
726,249,1,1,1
727,27,1,0,0
727,52,1,0,0
727,79,1,0,0
727,96,1,0,0
727,98,1,0,0
727,144,1,0,0
727,188,1,0,0
727,196,1,0,0
727,199,1,0,0
727,204,1,0,0
727,209,1,0,0
727,219,1,0,0
727,220,1,0,0
727,222,1,0,0
727,223,1,0,0
727,224,1,0,0
727,249,1,0,0
727,305,1,0,0
727,306,1,0,0
727,316,1,0,0
727,343,1,0,0
727,379,1,0,0
727,380,1,0,0
727,381,1,0,0
727,391,1,0,0
727,394,1,0,0
727,396,1,0,0
727,406,1,0,0
727,411,1,0,0
727,433,1,0,0
727,470,1,0,0
727,472,1,0,0
727,473,1,0,0
727,474,1,0,0
727,475,1,0,0
727,497,1,0,0
727,517,1,0,0
727,527,1,0,0
727,597,1,0,0
727,610,1,0,0
727,659,1,0,0
727,665,1,0,0
727,699,1,0,0
727,712,1,0,0
727,713,1,0,0
727,714,1,0,0
727,729,1,0,0
727,730,1,0,0
727,778,1,0,0
727,784,1,0,0
727,785,1,0,0
727,809,1,0,0
727,820,1,0,0
727,834,1,0,0
727,854,1,0,0
728,21,1,0,0
728,219,1,0,0
728,365,1,0,0
728,497,1,0,0
728,557,1,0,0
729,52,1,0,0
729,96,1,0,0
729,144,1,0,0
729,177,1,0,0
729,204,1,0,0
729,209,1,0,0
729,219,1,0,0
729,305,1,0,0
729,306,1,0,0
729,318,1,0,0
729,343,1,0,0
729,480,1,0,0
729,537,1,0,0
729,601,1,0,0
729,610,1,0,0
729,659,1,0,0
729,660,1,0,0
729,665,1,0,0
729,666,1,0,0
729,713,1,0,0
729,714,1,0,0
729,727,1,0,0
729,730,1,0,0
729,771,1,0,0
729,820,1,0,0
729,830,1,0,0
729,852,1,0,0
730,52,1,0,0
730,209,1,0,0
730,517,1,0,0
730,570,1,0,0
730,727,1,0,0
730,729,1,0,0
731,699,0,1,1
732,52,0,1,1
733,52,0,1,1
734,25,1,0,0
734,89,1,0,0
734,207,1,0,0
734,251,1,0,0
734,397,1,0,0
734,497,1,0,0
734,510,1,0,0
734,511,1,0,0
734,550,1,0,0
734,691,1,0,0
734,765,1,0,0
734,788,1,0,0
734,789,1,0,0
734,820,1,0,0
735,174,0,1,1
735,796,1,0,1
735,827,1,0,1
736,249,1,1,1
736,392,1,0,1
736,488,1,0,1
736,690,1,0,1
736,741,1,0,1
737,135,0,1,1
738,249,1,1,1
739,196,0,1,1
739,224,1,0,1
740,4,0,1,1
740,17,1,1,1
740,25,0,1,1
740,154,0,1,1
740,209,1,1,1
740,219,1,0,1
740,220,1,0,1
740,302,1,0,1
740,497,1,0,1
740,543,1,0,1
740,557,1,0,1
740,573,1,0,1
740,597,1,0,1
740,692,1,0,1
740,762,1,0,1
740,763,1,0,1
741,44,1,0,0
741,143,1,0,0
741,202,1,0,0
741,203,1,0,0
741,222,1,0,0
741,223,1,0,0
741,224,1,0,0
741,249,1,0,0
741,252,1,0,0
741,283,1,0,0
741,308,1,0,0
741,321,1,0,0
741,470,1,0,0
741,472,1,0,0
741,473,1,0,0
741,474,1,0,0
741,520,1,0,0
741,521,1,0,0
741,525,1,0,0
741,537,1,0,0
741,538,1,0,0
741,539,1,0,0
741,549,1,0,0
741,550,1,0,0
741,668,1,0,0
741,699,1,0,0
741,736,1,0,0
741,778,1,0,0
742,699,0,1,1
743,321,1,1,1
743,343,1,0,1
744,249,1,1,1
745,135,0,1,1
745,394,1,0,1
746,500,0,1,1
747,500,0,1,1
748,500,0,1,1
749,500,0,1,1
750,500,0,1,1
751,500,0,1,1
752,500,0,1,1
753,500,0,1,1
754,249,1,1,1
755,174,0,1,1
756,174,0,1,1
757,174,0,1,1
758,174,0,1,1
759,174,0,1,1
760,17,1,0,0
760,144,1,0,0
760,195,1,0,0
760,196,1,0,0
760,204,1,0,0
760,219,1,0,0
760,258,1,0,0
760,346,1,0,0
760,349,1,0,0
760,357,1,0,0
760,360,1,0,0
760,365,1,0,0
760,373,1,0,0
760,378,1,0,0
760,469,1,0,0
760,470,1,0,0
760,473,1,0,0
760,474,1,0,0
760,497,1,0,0
760,515,1,0,0
760,601,1,0,0
760,602,1,0,0
760,604,1,0,0
760,644,1,0,0
760,691,1,0,0
760,761,1,0,0
760,762,1,0,0
760,763,1,0,0
760,809,1,0,0
760,826,1,0,0
760,834,1,0,0
761,196,0,1,1
761,365,1,0,1
761,523,1,0,1
761,602,1,0,1
761,760,1,0,1
762,17,1,0,0
762,20,1,0,0
762,48,1,0,0
762,52,1,0,0
762,73,1,0,0
762,77,1,0,0
762,161,1,0,0
762,194,1,0,0
762,195,1,0,0
762,240,1,0,0
762,249,1,0,0
762,252,1,0,0
762,253,1,0,0
762,255,1,0,0
762,282,1,0,0
762,307,1,0,0
762,316,1,0,0
762,330,1,0,0
762,355,1,0,0
762,360,1,0,0
762,368,1,0,0
762,378,1,0,0
762,380,1,0,0
762,393,1,0,0
762,470,1,0,0
762,474,1,0,0
762,497,1,0,0
762,500,1,0,0
762,517,1,0,0
762,518,1,0,0
762,573,1,0,0
762,602,1,0,0
762,603,1,0,0
762,644,1,0,0
762,650,1,0,0
762,724,1,0,0
762,740,1,0,0
762,760,1,0,0
762,763,1,0,0
762,764,1,0,0
762,820,1,0,0
762,826,1,0,0
762,836,1,0,0
762,855,1,0,0
763,4,1,0,0
763,48,1,0,0
763,77,1,0,0
763,78,1,0,0
763,144,1,0,0
763,195,1,0,0
763,204,1,0,0
763,219,1,0,0
763,249,1,0,0
763,255,1,0,0
763,258,1,0,0
763,357,1,0,0
763,358,1,0,0
763,359,1,0,0
763,378,1,0,0
763,470,1,0,0
763,474,1,0,0
763,602,1,0,0
763,630,1,0,0
763,716,1,0,0
763,740,1,0,0
763,760,1,0,0
763,762,1,0,0
764,4,1,0,0
764,48,1,0,0
764,77,1,0,0
764,78,1,0,0
764,144,1,0,0
764,195,1,0,0
764,204,1,0,0
764,219,1,0,0
764,249,1,0,0
764,255,1,0,0
764,258,1,0,0
764,357,1,0,0
764,358,1,0,0
764,359,1,0,0
764,378,1,0,0
764,470,1,0,0
764,474,1,0,0
764,602,1,0,0
764,630,1,0,0
764,716,1,0,0
764,762,1,0,0
765,20,1,0,0
765,48,1,0,0
765,77,1,0,0
765,196,1,0,0
765,222,1,0,0
765,237,1,0,0
765,249,1,0,0
765,252,1,0,0
765,253,1,0,0
765,255,1,0,0
765,282,1,0,0
765,355,1,0,0
765,360,1,0,0
765,368,1,0,0
765,374,1,0,0
765,378,1,0,0
765,380,1,0,0
765,497,1,0,0
765,517,1,0,0
765,523,1,0,0
765,551,1,0,0
765,602,1,0,0
765,639,1,0,0
765,724,1,0,0
765,734,1,0,0
765,792,1,0,0
765,820,1,0,0
765,826,1,0,0
765,836,1,0,0
765,855,1,0,0
766,196,0,1,1
767,329,1,1,1
767,597,1,0,1
768,219,1,1,1
768,224,1,0,1
768,253,1,0,1
768,714,1,0,1
768,820,1,0,1
769,196,0,1,1
770,209,0,1,1
770,219,1,1,1
770,826,1,0,1
770,845,1,0,1
771,25,1,1,1
771,152,1,0,1
771,177,1,0,1
771,202,1,0,1
771,204,1,0,1
771,308,1,0,1
771,310,1,0,1
771,311,1,0,1
771,328,1,0,1
771,329,1,0,1
771,383,1,0,1
771,488,1,0,1
771,543,1,0,1
771,586,1,0,1
771,597,1,0,1
771,601,1,0,1
771,602,1,0,1
771,603,1,0,1
771,604,1,0,1
771,729,1,0,1
771,786,1,0,1
771,787,1,0,1
771,848,1,0,1
771,849,1,0,1
771,855,1,0,1
772,177,0,1,1
772,196,1,0,1
772,203,1,0,1
772,302,1,0,1
772,305,1,0,1
772,307,1,0,1
772,310,1,0,1
772,498,1,0,1
772,518,1,0,1
772,528,1,0,1
772,718,1,0,1
772,852,1,0,1
773,196,0,1,1
773,523,1,0,1
774,196,0,1,1
775,174,0,1,1
776,219,1,1,1
777,135,0,1,1
778,188,1,0,0
778,198,1,0,0
778,200,1,0,0
778,202,1,0,0
778,203,1,0,0
778,204,1,0,0
778,222,1,0,0
778,223,1,0,0
778,249,1,0,0
778,282,1,0,0
778,527,1,0,0
778,707,1,0,0
778,727,1,0,0
778,741,1,0,0
778,820,1,0,0
779,196,0,1,1
779,785,1,0,1
780,4,1,1,1
780,204,1,0,1
780,282,1,0,1
780,343,1,0,1
780,482,1,0,1
780,483,1,0,1
780,484,1,0,1
780,516,1,0,1
780,690,1,0,1
780,781,1,0,1
780,826,1,0,1
780,827,1,0,1
780,835,1,0,1
781,52,1,0,0
781,144,1,0,0
781,154,1,0,0
781,196,1,0,0
781,204,1,0,0
781,305,1,0,0
781,341,1,0,0
781,343,1,0,0
781,379,1,0,0
781,392,1,0,0
781,458,1,0,0
781,472,1,0,0
781,473,1,0,0
781,482,1,0,0
781,483,1,0,0
781,484,1,0,0
781,519,1,0,0
781,520,1,0,0
781,521,1,0,0
781,724,1,0,0
781,780,1,0,0
781,782,1,0,0
781,805,1,0,0
781,826,1,0,0
781,827,1,0,0
781,855,1,0,0
782,24,1,0,0
782,25,1,0,0
782,52,1,0,0
782,77,1,0,0
782,144,1,0,0
782,152,1,0,0
782,154,1,0,0
782,204,1,0,0
782,249,1,0,0
782,303,1,0,0
782,305,1,0,0
782,306,1,0,0
782,317,1,0,0
782,343,1,0,0
782,379,1,0,0
782,392,1,0,0
782,458,1,0,0
782,486,1,0,0
782,517,1,0,0
782,692,1,0,0
782,714,1,0,0
782,716,1,0,0
782,725,1,0,0
782,781,1,0,0
782,784,1,0,0
782,805,1,0,0
782,857,1,0,0
783,174,0,1,1
784,4,1,1,1
784,219,1,0,1
784,260,1,0,1
784,392,1,0,1
784,458,1,0,1
784,517,1,0,1
784,608,1,0,1
784,716,1,0,1
784,727,1,0,1
784,782,1,0,1
784,844,1,0,1
784,848,1,0,1
784,849,1,0,1
785,47,1,0,0
785,96,1,0,0
785,144,1,0,0
785,203,1,0,0
785,204,1,0,0
785,209,1,0,0
785,219,1,0,0
785,433,1,0,0
785,497,1,0,0
785,517,1,0,0
785,722,1,0,0
785,727,1,0,0
785,779,1,0,0
785,786,1,0,0
785,787,1,0,0
785,791,1,0,0
785,809,1,0,0
785,820,1,0,0
785,836,1,0,0
785,852,1,0,0
786,70,1,0,0
786,144,1,0,0
786,204,1,0,0
786,209,1,0,0
786,702,1,0,0
786,712,1,0,0
786,713,1,0,0
786,715,1,0,0
786,771,1,0,0
786,785,1,0,0
786,787,1,0,0
786,792,1,0,0
786,794,1,0,0
786,795,1,0,0
786,830,1,0,0
786,852,1,0,0
787,96,1,0,0
787,144,1,0,0
787,195,1,0,0
787,204,1,0,0
787,209,1,0,0
787,219,1,0,0
787,251,1,0,0
787,282,1,0,0
787,298,1,0,0
787,517,1,0,0
787,657,1,0,0
787,667,1,0,0
787,771,1,0,0
787,785,1,0,0
787,786,1,0,0
787,788,1,0,0
787,820,1,0,0
787,830,1,0,0
787,852,1,0,0
788,219,1,1,1
788,282,1,0,1
788,527,1,0,1
788,734,1,0,1
788,787,1,0,1
789,209,0,1,1
789,282,1,0,1
789,734,1,0,1
790,196,0,1,1
791,209,1,1,1
791,219,0,1,1
791,785,1,0,1
792,249,1,1,1
792,391,0,1,1
792,624,1,0,1
792,692,1,0,1
792,699,1,0,1
792,713,1,0,1
792,714,1,0,1
792,715,1,0,1
792,765,1,0,1
792,786,1,0,1
793,699,0,1,1
793,713,1,0,1
794,699,0,1,1
794,715,1,0,1
794,786,1,0,1
795,196,0,1,1
795,713,1,0,1
795,714,1,0,1
795,715,1,0,1
795,786,1,0,1
796,0,1,0,0
796,25,1,0,0
796,32,1,0,0
796,152,1,0,0
796,305,1,0,0
796,306,1,0,0
796,355,1,0,0
796,379,1,0,0
796,660,1,0,0
796,661,1,0,0
796,699,1,0,0
796,712,1,0,0
796,713,1,0,0
796,714,1,0,0
796,735,1,0,0
796,827,1,0,0
797,497,0,1,1
797,699,0,1,1
798,573,0,1,1
799,497,0,1,1
799,699,0,1,1
800,497,0,1,1
801,497,0,1,1
802,135,0,1,1
802,855,1,0,1
803,135,0,1,1
803,396,1,0,1
804,135,0,1,1
805,24,1,1,1
805,152,1,0,1
805,282,1,0,1
805,458,1,0,1
805,597,1,0,1
805,781,1,0,1
805,782,1,0,1
806,174,0,1,1
807,174,0,1,1
808,196,0,1,1
809,17,0,1,1
809,196,1,1,1
809,249,0,1,1
809,255,1,0,1
809,354,1,0,1
809,379,1,0,1
809,497,1,1,1
809,517,1,0,1
809,542,1,0,1
809,543,1,0,1
809,557,1,0,1
809,623,1,0,1
809,624,1,0,1
809,665,1,0,1
809,727,1,0,1
809,760,1,0,1
809,785,1,0,1
809,810,1,0,1
810,161,1,0,0
810,354,1,0,0
810,379,1,0,0
810,542,1,0,0
810,543,1,0,0
810,809,1,0,0
811,497,0,1,1
812,249,1,1,1
813,196,0,1,1
814,249,1,1,1
814,691,1,0,1
815,174,0,1,1
816,174,0,1,1
817,174,0,1,1
818,196,0,1,1
819,52,0,1,1
819,604,1,0,1
820,20,1,0,0
820,31,1,0,0
820,36,1,0,0
820,43,1,0,0
820,48,1,0,0
820,52,1,0,0
820,55,1,0,0
820,74,1,0,0
820,96,1,0,0
820,144,1,0,0
820,177,1,0,0
820,189,1,0,0
820,191,1,0,0
820,196,1,0,0
820,198,1,0,0
820,201,1,0,0
820,204,1,0,0
820,219,1,0,0
820,222,1,0,0
820,223,1,0,0
820,225,1,0,0
820,249,1,0,0
820,253,1,0,0
820,305,1,0,0
820,307,1,0,0
820,310,1,0,0
820,316,1,0,0
820,322,1,0,0
820,330,1,0,0
820,343,1,0,0
820,379,1,0,0
820,382,1,0,0
820,391,1,0,0
820,392,1,0,0
820,393,1,0,0
820,394,1,0,0
820,473,1,0,0
820,475,1,0,0
820,479,1,0,0
820,498,1,0,0
820,516,1,0,0
820,517,1,0,0
820,518,1,0,0
820,550,1,0,0
820,562,1,0,0
820,587,1,0,0
820,602,1,0,0
820,604,1,0,0
820,620,1,0,0
820,624,1,0,0
820,635,1,0,0
820,659,1,0,0
820,691,1,0,0
