"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"2.60979020979021","2.2517548655386683","0.38317256162915325","0.17011494252873563","5","35","6","false","RELA","37.833333333333336","29","5","false","0","RELA","20702573"
"3.2433566433566434","0.09809279337200304","0.30832255282449333","0.2222222222222222","4","10","2","false","NR3C1","42.8","8","0","false","0","NR3C1","453143"
"2.2363636363636363","15.11283374312828","0.44715447154471544","0.08260869565217391","4","57","21","false","SP1","32.369565217391305","36","11","false","0","SP1","88999873"
"2.3846153846153846","31.922368782138985","0.41935483870967744","0.011619047619047619","4","172","92","false","ESR1","9.34920634920635","80","44","false","1","ESR1","150314493"
"3.3734265734265736","0.01737631192234559","0.29643449419568824","0.3333333333333333","5","4","2","false","STAT5B","89.33333333333333","2","1","false","0","STAT5B","161987"
"3.709090909090909","0.022251791883806063","0.2696078431372549","0.3333333333333333","5","3","2","false","IL6","117.66666666666667","1","0","false","0","IL6","262934"
"3.179020979020979","1.035748092364724","0.31456225252969644","0.09340659340659341","5","16","8","false","CREB1","26.857142857142858","8","2","false","0","CREB1","5850863"
"3.06013986013986","0.01737631192234559","0.32678244972577697","0.5","4","5","2","false","STAT5A","78.5","3","1","false","0","STAT5A","161987"
"3.211188811188811","1.3975242988450107","0.311411149825784","0.10416666666666667","5","19","12","false","ETS1","32.5625","7","3","false","0","ETS1","8730607"
"3.6055944055944056","0.0","0.2773467804499612","1.0","5","2","1","false","DUSP1","103.0","1","0","false","0","DUSP1","0"
"2.855944055944056","0.9217306631100632","0.3501469147894221","0.15934065934065933","5","16","4","false","YY1","43.285714285714285","12","2","false","0","YY1","5984827"
"0.0","0.0","0.0","0.0","0","1","1","false","MAPK9","125.0","0","0","false","0","MAPK9","0"
"0.0","0.0","0.0","0.0","0","1","1","false","MAPK10","125.0","0","0","false","0","MAPK10","0"
"2.8615384615384616","12.02924128053817","0.3494623655913978","0.09191176470588236","4","23","14","false","GATA3","37.05882352941177","9","4","false","1","GATA3","50515992"
"0.0","0.0","0.0","0.0","0","1","1","false","H2AFZ","125.0","0","0","false","0","H2AFZ","0"
"0.0","0.0","0.0","0.0","0","1","1","false","HIST1H2BA","125.0","0","0","false","0","HIST1H2BA","0"
"3.1426573426573428","0.10204142437922856","0.3182020471740098","0.42857142857142855","4","10","6","false","FOXA1","66.625","4","2","false","0","FOXA1","1091900"
"3.3594405594405594","0.21661316362044664","0.29766860949208995","0.3","5","7","3","false","CREM","36.833333333333336","4","1","false","0","CREM","885423"
"0.0","0.0","0.0","0.0","0","1","1","false","TNFRSF11A","125.0","0","0","false","0","TNFRSF11A","0"
"3.227972027972028","9.706147486950753","0.30979202772963604","0.001451378809869376","5","59","5","false","CLDN7","3.018867924528302","54","4","false","1","CLDN7","46694245"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN11","53.0","0","0","false","0","CLDN11","0"
"0.0","0.0","0.0","0.0","0","1","1","false","MARVELD2","53.0","0","0","false","0","MARVELD2","0"
"0.0","0.0","0.0","0.0","0","1","1","false","WNK4","53.0","0","0","false","0","WNK4","0"
"0.0","0.0","0.0","0.0","0","1","1","false","TJP2","53.0","0","0","false","0","TJP2","0"
"0.0","0.0","0.0","0.0","0","1","1","false","TJP3","53.0","0","0","false","0","TJP3","0"
"0.0","0.0","0.0","0.0","0","1","1","false","F11R","53.0","0","0","false","0","F11R","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN24","53.0","0","0","false","0","CLDN24","0"
"0.0","0.0","0.0","0.0","0","1","1","false","TJP1","53.0","0","0","false","0","TJP1","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN25","53.0","0","0","false","0","CLDN25","0"
"0.0","0.0","0.0","0.0","0","1","1","false","ESAM","53.0","0","0","false","0","ESAM","0"
"0.0","0.0","0.0","0.0","0","1","1","false","OCLN","53.0","0","0","false","0","OCLN","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN20","53.0","0","0","false","0","CLDN20","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN22","53.0","0","0","false","0","CLDN22","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN17","53.0","0","0","false","0","CLDN17","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN1","53.0","0","0","false","0","CLDN1","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN15","53.0","0","0","false","0","CLDN15","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN8","53.0","0","0","false","0","CLDN8","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN18","53.0","0","0","false","0","CLDN18","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN4","53.0","0","0","false","0","CLDN4","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN10","53.0","0","0","false","0","CLDN10","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN9","53.0","0","0","false","0","CLDN9","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN3","53.0","0","0","false","0","CLDN3","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN19","53.0","0","0","false","0","CLDN19","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN2","53.0","0","0","false","0","CLDN2","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN6","53.0","0","0","false","0","CLDN6","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN5","53.0","0","0","false","0","CLDN5","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN16","53.0","0","0","false","0","CLDN16","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN14","53.0","0","0","false","0","CLDN14","0"
